Religion,,A006,F001,F004,F005,F007,F009,F010,F050,F052,F062,F063,B009,E217,E218,E219,I001,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A043B,A044,A045,A165,A168,A168A,F022,A170,A173,E040,E041,F051,F053,F054,F064,F198,A025,A026,A046,A047,A048,A049,D018,D019,D022,D023,D024,D059,D060,D061,D081,E290,F114A,F114B,F114C,F114D,F114E,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F128,F135A,F028,F028B,F029,F031,F032,F033,F065,F066,F067,F194,E220,E222,F202,A065,A098,E069_51,F102,F103,F104,F105,B017,F003,F051.1,F053.1,F054.1,F057,F060,A124_12,F203,F204,F205,G007_35_B,F025,F025_WVS,Religion
The African Church,434062,1,1,0,0,0,0,0,0,0,0,10,0,7,8,7,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,9,0,9,10,5,5,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,3,2,0,0,0,1,0,0,0,0,1,1,1,10,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,21626000,The African Church
The African Church,437188,1,4,0,0,0,0,0,1,0,0,10,0,6,6,0,7,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,6,0,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,3,2,1,1,0,3,2,2,2,1,1,3,4,4,0,0,3,1,1,0,0,0,0,0,0,0,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,21626000,The African Church
The African Church,434678,1,2,0,0,0,0,0,0,0,0,10,0,10,10,10,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,10,0,10,10,1,10,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,1,1,1,5,5,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2,21626000,The African Church
The African Church,434211,1,1,0,0,0,0,0,0,0,0,10,0,9,9,9,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,8,0,9,7,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,21626000,The African Church
The African Church,429461,3,1,0,0,0,0,0,1,1,0,8,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,2,1,0,2,3,5,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,1,3,3,1,5,9,1,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,430322,1,3,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,3,3,5,0,0,1,0,1,1,0,1,3,0,0,0,0,1,1,1,1,0,0,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5,5,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,437590,2,3,0,0,0,0,0,1,0,0,9,0,7,7,0,7,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,0,8,0,8,7,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,9,9,9,9,0,10,9,10,9,9,9,9,9,9,0,0,10,2,3,0,0,0,0,0,0,0,0,7,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,21626000,The African Church
The African Church,428885,1,3,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,1,1,4,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,10,0,0,0,0,10,5,1,1,1,10,10,1,10,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,4,5,0,0,1,1,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,437078,1,3,0,0,0,0,0,1,0,0,10,0,3,2,0,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,7,0,3,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,1,1,1,0,1,1,1,1,1,1,7,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,21626000,The African Church
The African Church,431080,1,1,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,2,0,1,4,6,0,0,1,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,5,6,7,6,4,7,5,5,6,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,4,2,3,0,0,1,0,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,435387,1,2,0,0,0,0,0,1,0,0,8,0,10,5,0,10,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2,0,7,0,8,10,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,6,6,0,6,5,5,5,5,5,5,6,6,0,0,5,7,7,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,4,2,21626000,The African Church
The African Church,437534,0,2,0,0,0,0,0,1,0,0,8,0,8,6,0,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,8,0,8,10,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,2,2,2,0,2,3,4,3,2,3,1,3,4,0,0,2,2,2,0,0,0,0,0,0,0,0,7,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,4,2,21626000,The African Church
The African Church,436390,2,3,0,0,0,0,0,1,0,0,9,0,7,10,0,9,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,0,5,0,7,7,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,3,3,3,4,0,2,3,4,4,5,5,4,2,2,0,0,3,2,2,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,21626000,The African Church
The African Church,436221,1,2,0,0,0,0,0,1,0,0,10,0,10,7,0,8,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,0,9,0,10,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,7,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,21626000,The African Church
The African Church,436102,1,1,0,0,0,0,0,1,0,0,5,0,5,6,0,6,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,6,0,5,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,4,4,1,0,4,3,3,4,4,4,5,1,1,0,0,5,8,8,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,21626000,The African Church
The African Church,436344,2,1,0,0,0,0,0,1,0,0,5,0,1,5,0,5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,10,0,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,4,5,6,6,0,5,5,5,5,5,5,6,6,6,0,0,6,2,5,0,0,0,0,0,0,0,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,21626000,The African Church
The African Church,434591,3,1,0,0,0,0,0,0,0,0,10,0,10,9,7,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,6,6,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,4,0,0,0,10,0,0,0,0,8,5,6,7,9,9,9,9,9,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,21626000,The African Church
The African Church,429887,1,1,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,1,0,3,3,5,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,0,0,0,0,3,1,4,5,1,1,1,1,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,5,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,437347,1,1,0,0,0,0,0,1,0,0,10,0,10,6,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2,0,8,0,7,8,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1,1,8,1,0,1,1,1,1,1,7,6,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2,2,21626000,The African Church
The African Church,437794,1,1,0,0,0,0,0,1,0,0,10,0,9,9,0,10,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0,7,0,9,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,1,1,7,1,0,1,1,1,5,6,6,7,6,5,0,0,7,2,1,0,0,0,0,0,0,0,0,10,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,2,2,21626000,The African Church
The African Church,434339,1,3,0,0,0,0,0,0,0,0,10,0,5,3,10,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,8,0,7,5,1,7,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,3,0,0,0,0,2,1,1,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,21626000,The African Church
The African Church,436241,2,2,0,0,0,0,0,1,0,0,7,0,6,8,0,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,9,0,10,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,6,1,7,8,0,5,7,8,8,7,8,8,6,6,0,0,7,3,3,0,0,0,0,0,0,0,0,7,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2,21626000,The African Church
The African Church,436419,1,3,0,0,0,0,0,1,0,0,8,0,10,9,0,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,8,0,10,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,4,5,6,0,5,3,6,5,7,7,8,6,5,0,0,7,4,2,0,0,0,0,0,0,0,0,8,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,21626000,The African Church
The African Church,429105,1,1,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1,0,2,10,6,0,0,1,0,1,1,0,1,2,0,0,0,0,1,1,0,1,0,2,3,0,0,0,1,0,0,0,0,5,1,1,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,2,21626000,The African Church
The African Church,430457,1,3,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,2,0,2,6,5,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,21626000,The African Church
United Evangelical Church in Nigeria,280451,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,7,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,10,8,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,1,0,1,10,1,1,10,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,4,2,21321050,United Evangelical Church in Nigeria
Vietnam Ancestral worshipping / Tradition,418112,3,2,0,0,0,0,0,0,0,0,4,0,10,10,4,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,7,0,9,6,1,9,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0,0,4,0,0,0,0,1,1,1,5,2,6,6,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,4,3,4,2,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,419147,4,3,0,0,0,0,0,0,0,0,1,0,6,6,6,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2,0,6,0,4,4,4,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417705,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,0,1,10,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,5,5,9,1,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,440588,1,1,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,2,8,6,0,0,1,1,1,1,0,2,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,4,2,0,0,1,1,1,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418671,2,1,0,0,0,0,0,0,0,0,1,0,10,10,10,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,9,0,7,9,10,10,0,0,0,0,10,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417079,2,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,0,1,5,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418336,4,4,0,0,0,0,0,0,0,0,3,0,10,10,10,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,7,0,7,7,1,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,2,4,0,0,0,10,0,0,0,0,1,1,1,1,1,1,2,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418223,3,3,0,0,0,0,0,0,0,0,3,0,6,7,6,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,6,0,4,5,5,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417938,4,1,0,0,0,0,0,0,0,0,1,0,10,10,10,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,10,0,8,10,1,10,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,4,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417065,2,2,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,8,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418007,4,1,0,0,0,0,0,0,0,0,5,0,10,10,5,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,9,0,9,9,5,5,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,2,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418554,1,1,0,0,0,0,0,0,0,0,6,0,10,10,9,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,4,0,10,6,1,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,1,1,1,4,4,4,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,440468,1,1,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,2,2,0,2,10,2,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2,3,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,4,4,4,0,0,1,1,1,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,440746,1,3,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2,10,8,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,4,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,440284,1,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417275,3,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,2,0,1,6,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,1,1,1,1,1,5,5,5,5,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418250,4,1,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,2,0,9,0,8,9,5,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,5,0,0,0,0,5,5,5,5,5,5,5,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418755,3,1,0,0,0,0,0,0,0,0,4,0,9,7,6,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,7,0,6,6,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,0,3,3,0,0,0,3,0,0,0,0,2,2,1,1,1,6,7,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417551,2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,2,5,6,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,3,4,0,0,0,1,0,0,0,0,1,1,1,1,1,5,5,1,1,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418610,4,2,0,0,0,0,0,0,0,0,3,0,8,10,8,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,9,0,5,4,5,5,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,10,0,0,0,0,1,1,1,1,1,5,5,6,1,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418339,1,1,0,0,0,0,0,0,0,0,1,0,10,10,7,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,0,6,7,3,1,0,0,0,0,10,0,0,0,0,0,0,1,0,1,2,0,4,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,440754,1,1,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,2,0,2,9,9,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,419257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,9,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418564,3,1,0,0,0,0,0,0,0,0,5,0,5,5,10,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2,0,7,0,8,8,5,5,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,1,4,4,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,417270,3,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,1,0,1,9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,5,5,1,1,0,0,0,4,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,416942,3,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,2,0,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,1,4,4,4,0,0,0,6,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,418306,3,1,0,0,0,0,0,0,0,0,6,0,7,8,7,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,9,0,8,9,1,2,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
Vietnam Ancestral worshipping / Tradition,419030,3,2,0,0,0,0,0,0,0,0,1,0,6,7,4,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,6,0,6,6,3,3,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0,0,3,0,0,0,0,1,1,1,1,1,7,6,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,9,90202255,Vietnam Ancestral worshipping / Tradition
